ku_hackfest_part_1_0	यो पुस्तक पढेपछि
ku_hackfest_part_3_189	स्वास्थ्य सिर्जनशीलता प्राप्त गर्नु
ku_hackfest_part_3_190	अवचेतन मन आफैमा सिर्जनशील र दिव्यश्वर सँग
ku_hackfest_part_3_191	एकाकार भएकोले तपाईंले गम्भीरताका साथ सानो भएको मुक्ति र आनन्दका लागि
ku_hackfest_part_3_192	प्रक्रिया
ku_hackfest_part_3_193	अघि बढाउँछ
ku_hackfest_part_3_194	सुझावको अदभुत शक्ति
ku_hackfest_part_3_195	अहिलेसम्म तपाईले महसुस गर्नुभएको छ
ku_hackfest_part_3_196	चेतन मन
ku_hackfest_part_3_197	गेटको पाले जस्तै
ku_hackfest_part_3_198	जसको महत्वपूर्ण कार्य
ku_hackfest_part_3_199	अवचेतन मनमा पुग्न खोज्ने नकारात्मक भावको प्रभावलाई
ku_hackfest_part_3_200	निस्ितस पार्नु हो
ku_hackfest_part_3_201	अभुत्मय मनको आधारभूत कार्यप्रणाली संग परिचित हुनुभएको छ अवचेतन मनलाई सुझावले
ku_hackfest_part_3_202	सहजै प्रभावित पार्दछ अवचेतन मनले तर्क विभाग या तुलना गर्दैन रहित वा अहित पनि जान्दैन
ku_hackfest_part_3_203	एकाइहरू चेतन मनको क्षेत्रभित्र पर्दछन्
ku_hackfest_part_3_204	अवचेतन मनले केबल चेतन मनले पठाएका सूचना चुनावको प्रतिक्रिया देखाउँछ
ku_hackfest_part_3_205	यसले एक वा अर्को कार्यालय प्राथमिकता दिँदै
ku_hackfest_part_3_206	प्रस्तुत उदाहरण आत्म सुझावको विराट शक्तीको उत्कृष्ट उदाहरण हो
ku_hackfest_part_3_207	तपाईंले जहाजका यात्रुमध्ये संकुचित एक यात्रीलाई
ku_hackfest_part_3_208	तपाईं त असुस्त देखिनुहुन्छ
ku_hackfest_part_3_209	अनुहार पहेँलो भएको छ
ku_hackfest_part_3_210	म पक्का छु की तपाईं बिरामी हुन्छ
ku_hackfest_part_3_211	तपाईलाई क्याबिनसम्म पुर्याइदिऊ
ku_hackfest_part_3_212	भन्नुभए पनि उसको अनुहारको रङ हुन्छ र तपाई र तुरुन्त स्वीकार छ किनकि तपाईंको शब्दहरुले उसमा पहिलेदेखि भएको डरलाई पुर्णरुपमा खुलाउँछ
ku_hackfest_part_3_213	तपाईंले उ बस्ने ठाउँसम्म पुर्याउँदा
ku_hackfest_part_3_214	उ
ku_hackfest_part_3_215	बिरामी भइसकेको हुन्छ
ku_hackfest_part_3_216	एउटै सुझावप्रति को फरक प्रतिक्रिया कुनैपनि व्यक्तिको अवचेतन मनको आस्था र मानसिकता अनुसार
ku_hackfest_part_3_217	एउटै सुझावप्रति पनि दुई व्यक्ति भिन्न मत
ku_hackfest_part_3_218	या प्रतिक्रिया हुन्छ
ku_hackfest_part_3_219	उदाहरणको लागि तपाईले सहानुभूतिका साथ हो जहाज चालकलाई
ku_hackfest_part_3_220	भित्र
ku_hackfest_part_3_221	तपाईं सन्चो जस्तो देखिनुहुन्छ
ku_hackfest_part_3_222	गारो भएको छैन र
ku_hackfest_part_3_223	भन्नुभयो भने
ku_hackfest_part_3_224	उसको स्वभाव अनुसार उ तपाईंको ठट्टामा हासो वा रिसाउन सक्छ
ku_hackfest_part_3_225	तपाईंका शब्द बहिरालाई सुनाएँ झैं प्रभावहीन हुन्छन्
ku_hackfest_part_3_226	किनकी उसको अनुभव विश्वासले
ku_hackfest_part_3_227	ती कुरा स्वीकार गर्न सक्दैन
ku_hackfest_part_3_228	तसर्थ तपाइँको बोलीले उसमा भय त्रास सिर्जना नगरी आत्मविश्वास बढाउँछ
ku_hackfest_part_3_229	अंग्रेजी शब्दकोशका अनुसार कोशीको मनमा कुनै विचार पठाउनु सुझाव
ku_hackfest_part_3_230	सजेसन हो
ku_hackfest_part_3_231	यो एक
ku_hackfest_part_3_232	यस्तो मानसिक प्रक्रिया हो
ku_hackfest_part_3_233	जसमा दिएको विचार स्वीकार गरिन्छ
ku_hackfest_part_3_234	र कार्यमा उतारिन् छ
ku_hackfest_part_3_235	तपाईंले याद राख्नुपर्ने कुरा
ku_hackfest_part_3_236	चेतन मनको अनुमतिबिना कुनै पनि सुझावले अवचेतन मनमा प्रभाव पार्न सक्दैन
ku_hackfest_part_3_237	अर्को शब्दमा भन्नुपर्दा चेतन मनमा बाहिर सुझावलाई अस्वीकार गर्न सक्ने शक्ति हुन्छ
ku_hackfest_part_3_238	त्यही चालकको सवालमा उसलाई बिरामीको कुनै डर त्रास थिएन
ku_hackfest_part_3_239	उसलाई आफ्नो प्रतिरोध शक्तिमा पूर्ण विश्वास
ku_hackfest_part_3_240	थियो
ku_hackfest_part_3_241	र ती सुझावले उसमा डर उत्पन्न गर्न सकेन
ku_hackfest_part_3_242	अरु यात्रीलाई दिएको यस्तै सुझावले उनीहरुमा कता-कता लुकेको भयलाई जगाई दियो
ku_hackfest_part_3_243	हामीहरु हरेकमा भय विश्वास अनि
ku_hackfest_part_3_244	विचारको निश्चित प्रणाली अन्तर्निहित छ
ku_hackfest_part_3_245	जसले हाम्रो सम्पूर्ण जीवन
ku_hackfest_part_3_246	सञ्चालन गरिरहेको हुन्छ
ku_hackfest_part_3_247	सुझावमा तबसम्म कुनै शक्ति वा प्रभाव हुँदैन
ku_hackfest_part_3_248	जबसम्म तपाईंले मानसिक रुपमा स्वीकार गर्नुहुन्न
ku_hackfest_part_3_249	यसकारण पनि तपाईंले स्वीकार गर्ने सुझावको प्रकृतिअनुरूप को
ku_hackfest_part_3_250	नियन्त्रित र विशिष्ट घेरामा
ku_hackfest_part_3_251	अबचेतन मन
ku_hackfest_part_3_252	कार्यरत हुन्छ
ku_hackfest_part_3_256	हरेक दुई या तीन वर्षमा
ku_hackfest_part_3_257	म लण्डनको त्रुथ फोरमको
ku_hackfest_part_3_260	निर्दिष्ट
ku_hackfest_part_3_261	डक्टर
ku_hackfest_part_3_263	एक एस्तो लेखको बारेमा बताइन
ku_hackfest_part_3_264	जुन एक अंग्रेजी पत्रिकामा प्रकाशित
ku_hackfest_part_3_266	सुझावको शक्तिमा प्रकाश पार्ने रोचक प्रसंगमा आधारित थियो
ku_hackfest_part_3_268	मेरी छोरी निको भएमा
ku_hackfest_part_3_269	म मेरो दायाँ हात चडाउँथे
ku_hackfest_part_3_270	उनकी छोरी बाथ रोग
ku_hackfest_part_3_271	निकै नहुने छालहरु बाट पिडित
ku_hackfest_part_3_272	मेडिकल उपचार उनको त्यो अवस्थामा सुधार ल्याउन असक्षम थियो
ku_hackfest_part_3_273	बुबालाई भने छोडी सुस्त भएको देख्ने ठूलो इच्छा थियो प्रत्येक प्रकट गर्ने क्रममा उल्लेखित भनाइ
ku_hackfest_part_3_274	दोहोराइरहन्थे
ku_hackfest_part_3_276	उनीहरूको कार
ku_hackfest_part_3_277	अर्को कार सँग जुद्यो र दुर्घाटना मा पर्‍यो
ku_hackfest_part_3_278	बुवा को दाहिने हात भाचियो र काध बाट छुटियो
ku_hackfest_part_3_279	त्यती बेला छोरिको बास्तु
ku_hackfest_part_3_280	छालहरु
ku_hackfest_part_3_281	निर्मल भयो
ku_hackfest_part_3_282	तपाईंले के कुरामा ध्यान राख्नुपर्छ भने
ku_hackfest_part_3_283	तपाईंको अबचेतन मनमा प्रवाहित हुने सुझाव
ku_hackfest_part_3_284	तपाईंको जीवनका हरेक
ku_hackfest_part_3_285	परिस्थितिमा
ku_hackfest_part_3_286	स्वास्थ्य
ku_hackfest_part_3_287	आनन्दित र सिर्जनशील बन्ने प्रेरणा
ku_hackfest_part_3_289	ऊर्जा प्रदान
ku_hackfest_part_3_290	गरी नहोस्
ku_hackfest_part_3_291	याद रख्नोस
ku_hackfest_part_3_292	तपाईंको अबचेतन मनले कुरालाई ठट्टाको रुपमा लिइँदैन यसले तपाइका हरेक सचेत विचारलाई
ku_hackfest_part_3_293	सत्य मान्छन्
ku_hackfest_part_3_296	अात्म सुझाव आफूले दिने
ku_hackfest_part_3_297	निर्दिष्ट निश्चित सुझाव हो
ku_hackfest_part_3_300	यो
ku_hackfest_part_3_301	यती रोचक छ कि हरेक ले याद रख्नु हुने
ku_hackfest_part_3_303	जुन सिकागोको भन्दा
ku_hackfest_part_3_304	एक घण्टा छिटो हुन्छ र सिकागोको मित्रलाई
ku_hackfest_part_3_307	उनको खाना खाने बेला भयो
ku_hackfest_part_3_308	उसलाई साह्रै भोक लागिसकेको छ
ku_hackfest_part_3_309	र लन्चको लागि जानुपर्यो भन्छन्
ku_hackfest_part_3_310	वास्तविक समय एगाह बजेको
ku_hackfest_part_3_311	र उनी अरू बेला खाने भन्दा
ku_hackfest_part_3_312	एक घण्टा अघि नै पकाउँछन
ku_hackfest_part_3_313	आत्म सुझावमा मनसिक त्रास निर्मूल पार्न नकारात्मक प्रभावबाट बस्न प्रेरित गर्न सकिन्छ
ku_hackfest_part_3_315	उनलाई छनोटका लागि गाउन बोलाइएको थियो
ku_hackfest_part_3_316	उनी अन्तर्वार्ताको प्रत्येक्ष माथि
ku_hackfest_part_3_317	उनिसँग यसभन्दा अघि तीन वटा प्रयासमा
ku_hackfest_part_3_318	असफलताको भयले गर्दा
ku_hackfest_part_3_319	असक्षम भएको अनुभव
ku_hackfest_part_3_320	अति सुमधुर 
ku_hackfest_part_3_321	तर उनी
ku_hackfest_part_3_322	आफै भन्ने गर्थे
ku_hackfest_part_3_323	सायद मैले गाएको उनीहरुलाई
ku_hackfest_part_3_324	मन पर्दैन
ku_hackfest_part_3_325	तैपनी म प्रयास गर्छु
ku_hackfest_part_3_327	अंगिकार गरि
ku_hackfest_part_3_328	तिनै भागलाई यथार्थ रोक्दैन र उनको अनुभवलाई ल्याउन
ku_hackfest_part_3_329	प्रक्रिया सुरु गरे
ku_hackfest_part_3_331	स्वचलित
ku_hackfest_part_3_332	आत्म सुझावका कारण भएको थियो
ku_hackfest_part_3_333	उनको डर भावनात्मक रुपमा सक्रिय भए
ku_hackfest_part_3_334	जुन
ku_hackfest_part_3_335	यथार्थकरुपमा
ku_hackfest_part_3_336	देखा पर्यो उनले त्यो डरलाई यसरि जितीन
ku_hackfest_part_3_337	दिनको तीनपटक उनि एक्लाई बसिन
ku_hackfest_part_3_339	शारिरिक विश्रामले
ku_hackfest_part_3_340	मानसिक शान्ति बढाइ
ku_hackfest_part_3_341	मनलाई सुझावप्रति ग्रहण शिर बनाउँछ
ku_hackfest_part_3_342	उनले भयलाई प्रभावहीन बनाउन आफूलाई भन्दै गईन
ku_hackfest_part_3_343	म सुमधुर गाउन सक्छु
ku_hackfest_part_3_344	म नियन्त्रित
ku_hackfest_part_3_345	स्थिर आत्मबिश्वसी र शान्त छ
ku_hackfest_part_3_346	हरेक बसाइमा उनले यी भावना पाँच देखि दश पटकसम्म
ku_hackfest_part_3_348	हरेक दिन उनी तीनपटक यसरी बस्ने गर्थिन्
ku_hackfest_part_3_349	सुत्नुअघि पनि एकपटक दोहोराउने गर्थिन
ku_hackfest_part_3_350	एक हप्ताको अभ्यास पछी उनि पूर्ण विश्वस्त निश्चित थिइन्
ku_hackfest_part_3_351	अदिसन लागि जब उनलाई बोलाइयो
ku_hackfest_part_3_352	उनले अत्ती नै मोहक ढङ्गमा गाइन 
ku_hackfest_part_3_353	कसरी उनले आफ्नो स्मरणशक्ति फिर्ता पाइन
ku_hackfest_part_3_356	उनले यो बानी बदलेर सकारात्मक भाव दोहोराउन थालिन्
ku_hackfest_part_3_357	आज अहिलेबाट नै मेरो सम्झने शक्तिमा
ku_hackfest_part_3_358	आधारभूत
ku_hackfest_part_3_360	जुनै समय र परिस्थिति मपनि
ku_hackfest_part_3_361	म
ku_hackfest_part_3_362	मैले सम्झनुपर्ने हरेक कुरासँग सम्झसक्ने भएको छु
ku_hackfest_part_3_363	मैले गर्न खोजीका सम्पूर्ण विवरण अझै स्पष्ट र सरल भइरहेछ
ku_hackfest_part_3_364	म सजिलै पुनरावृत्ति गर्नसक्छ
ku_hackfest_part_3_365	मैले पुनरावृत्ति गर्न चहेका हरेक विवरण
ku_hackfest_part_3_367	अनि चाँडै नै मैले
ku_hackfest_part_3_368	पहिलेको भन्दा
ku_hackfest_part_3_369	धेरै राम्रो स्मरन शक्ति पाउने छु
ku_hackfest_part_3_370	तीन हप्तापछि उनले पहिलेजस्तै स्मरन शक्ति 
ku_hackfest_part_3_372	कसरी उनले अप्रसन्न स्वभाव माथि विजय पाइन
ku_hackfest_part_3_373	तनावग्रस्त मन र छिटो रिस उठ्ने बानीको कारणले
ku_hackfest_part_3_374	चिन्तित धेरै व्यक्तिहरुमा आफ्नो सुझावले
ku_hackfest_part_3_375	उल्लेखनीय प्रभाव पारेको
ku_hackfest_part_3_376	अद्भुत नतिजा दिएको
ku_hackfest_part_3_377	उदाहरण प्रशस्त छन्
ku_hackfest_part_3_378	उनिहरुले दिनको तीन पतक बिहान दिउँसो र साँझ सुत्नु अघी
ku_hackfest_part_3_379	निम्न सुझाव दोहोरएका थिए
ku_hackfest_part_3_380	अहिलेदेखि
ku_hackfest_part_3_381	म
ku_hackfest_part_3_383	उमाङग प्रफुल्लता र आनन्द मेरो मनको सामान्य अवस्था बन्दैछ
ku_hackfest_part_3_384	म आफूलाई चिन्ने मसँग भेट्ने हर व्यक्तिको उमंग
ku_hackfest_part_3_385	र सदभावको केन्द्र भइरहेको छ
ku_hackfest_part_3_386	मेरो कारणले उनीहरू पनि आनन्दित भइरहेका छन
ku_hackfest_part_3_387	यही उमाङग प्रफुल्लता
ku_hackfest_part_3_388	र आनन्द मेरो सामान्य स्थिति बनेको छ
ku_hackfest_part_3_389	म धन्य छु
ku_hackfest_part_3_391	विनाशकारी शक्ति
ku_hackfest_part_3_392	पर सुझाबको व्याख्या र समीक्षा
ku_hackfest_part_3_393	बरु सुझावको अर्थ बिचारले पारेको प्रभाव हो
ku_hackfest_part_3_394	समयको हरेक कालखण्डमा सुझावको सक्कली मानिसको विचार एवं सम्पूर्ण जीवन मा नै गहिरो प्रभाव पारेको देखिन्छ
ku_hackfest_part_3_395	विश्वका धेरै मुलुकहरुमा सुझाव नै
ku_hackfest_part_3_396	धर्मको नियन्त्रण शक्ति बनेको छ मनको सामान्य विज्ञानको ज्ञान नभएका व्यक्तिलाई
ku_hackfest_part_3_397	अनुशाशित र नियन्त्रित राख्दै सञ्चालन गर्न प्रत्यक्ष
ku_hackfest_part_3_398	या अप्रत्यक्ष रुपमा सुझावको प्रयोग गर्न सकिन्छ रचनात्मक पक्षमा सुझाव को प्रभाव
ku_hackfest_part_3_399	अति अद्बुत रहन्छ
ku_hackfest_part_3_400	नकारात्मक प्रयोगमा सुझाव नै मनको प्रयोग मध्येको सबैभन्दा विनाशकारी प्रतिक्रिया आउँछ जसले दरिद्रता असफलता पीडा
ku_hackfest_part_3_401	रोगको प्रकोप निम्त्याउँछ
ku_hackfest_part_3_402	तपाईंले यसमध्ये कुनै स्वीकार्नु भएको छ
ku_hackfest_part_3_403	बाल्यकाल देखी नै हामीमध्ये अधिकांशलाई
ku_hackfest_part_3_404	नकारात्मक सुझाव दिएर हुर्काइएको छ
ku_hackfest_part_3_405	तीनलाई मूल्यांकन गर्न
ku_hackfest_part_3_406	र स्वीकार गर्न नजानेर
ku_hackfest_part_3_407	हामी सजिलै अंगीकार गर्छौ
ku_hackfest_part_3_408	नकारात्मक सुझाव
ku_hackfest_part_3_409	यस प्रकार छन
ku_hackfest_part_3_410	तिमी सक्दैनौ तिमी कै बन्ने छैनौ
ku_hackfest_part_3_411	तिमीले गर्नुहुँदैन
ku_hackfest_part_3_412	तिमी हार्नेछौ
ku_hackfest_part_3_413	तिमीसँग क्षमता छैन
ku_hackfest_part_3_414	तिमी सधैँ गलत हुनछौ
ku_hackfest_part_3_416	यो गर्नु बेकार छ
ku_hackfest_part_3_417	तिमीलाई थाहा भएको होला तिमीले
ku_hackfest_part_3_418	कस्लाई चिनेका छौ
ku_hackfest_part_3_419	यो महत्त्वपूर्ण हुन्छ
ku_hackfest_part_3_420	कसैले वास्ता छैन तिमी किन वास्ता गर्छौ
ku_hackfest_part_3_421	यती मिहेनेत गर्नु बेकार हो
ku_hackfest_part_3_422	परिस्थिति झन बर्बाद भएको छ
ku_hackfest_part_3_423	प्रेम
ku_hackfest_part_3_424	चराहरुका लागि मात्र हो
ku_hackfest_part_3_426	रचनात्मक अत्मा सुझाव संचार गरिँदैन
ku_hackfest_part_3_427	पुरानो नकारात्मक सुझावका प्रभाव
ku_hackfest_part_3_428	हावी भएर हामीलाई
ku_hackfest_part_3_429	व्यक्तिगत
ku_hackfest_part_3_430	र सामाजिक जीवन म
ku_hackfest_part_3_431	असफलता भोग्न बाध्य बनाई रहन्छ
ku_hackfest_part_3_432	तसर्थ
ku_hackfest_part_3_433	आत्म सुझावको त्यो महान कडी हो
ku_hackfest_part_3_434	जस्ले तपाई महान सोच र
ku_hackfest_part_3_435	महान देवहरि स्थापित गर्ने कमलाई अवरुद्ध ल्याउनेछन् कुर्सी धारालाई तोड्न र एउटा स्वतन्त्र एवं
ku_hackfest_part_3_436	महान रक्षाको लागि जिउन
ku_hackfest_part_3_437	उर्जा प्रधान गर्दछ
ku_hackfest_part_3_439	नकरात्मक सुझावलाई प्रतिवाद गर्न सकिन्छ
ku_hackfest_part_3_440	कुनै पत्रिका पढ्नु भयो भने तपाईले दर्जनौ यस्ता
ku_hackfest_part_3_441	खबरहरु पाउनुहुन्छ
ku_hackfest_part_3_442	जसले तपाइमा डर त्रास चिन्ता का प्रमाण
ku_hackfest_part_3_443	र अन्योल सिर्जना गर्दछ
ku_hackfest_part_3_444	अहिले यही भावलाई स्वीकार गरेको खण्डमा
ku_hackfest_part_3_445	तपाईंमा जीवनप्रतिको
ku_hackfest_part_3_447	अवचेतन मनमा संचालित हुने नकरात्मक ऊ विचारलाई प्रतिवाद गर्न सकिन्छ भन्ने क्याम बाट तपाईले भातको सट्टा अन्य उर्जाशील
ku_hackfest_part_3_448	जीवन दाहिने भाग सम्प्रेषण गर्न सक्नुहुन्छ
ku_hackfest_part_3_449	तपाईंको वरिपरी व्यक्ती बाट आउने
ku_hackfest_part_3_450	नकरात्मक भावलाई नियाल्न होस्
ku_hackfest_part_3_451	पर सुझाबबाट प्रभावित हुनु नहुनु तपाईंको छनोट हो
ku_hackfest_part_3_452	पहिले मुल्याङ्कन गर्नुहोस्
ku_hackfest_part_3_453	र आफुलाई उर्जा दिने भाव
ku_hackfest_part_3_454	अंगिकार गरेर
ku_hackfest_part_3_455	बाँकी फिर्ता दिनुहोस्
ku_hackfest_part_3_456	हामी सबैजना जीवनका विभिन्न मोडमा यस्ता नकरात्मकबाट पिरोलिएका छन्
ku_hackfest_part_3_457	फर्केर हेर्ने भने
ku_hackfest_part_3_458	हामीले सजिलैसँग सक्छौं
ku_hackfest_part_3_459	कि कसरी हाम्रा अभिभावक साथीलाई नातेदार शिक्षकका आफन्त नकारात्मक सुझावको
ku_hackfest_part_3_460	अभियानमा सहभागी भएका थिए
ku_hackfest_part_3_461	तपाईंलाई भनेका कुराहरु मूल्याङ्कन गर्दै जाने हो भने ती सब नकारात्मक भाव
ku_hackfest_part_3_462	तपाईंलाई नियन्त्रणमा राख्न
ku_hackfest_part_3_463	वा तपाईंमा डर पैदा गर्नु भनि
ku_hackfest_part_3_465	पर सुझाव हरेक घर कार्यालय कारखाना
ku_hackfest_part_3_466	अनि
ku_hackfest_part_3_467	हरेक समूहमा विद्यमान हुन्छ
ku_hackfest_part_3_468	यि मध्यए अधिकांश पर सुझाव हरूको उद्देश्य तपाईंलाई अरुले चाहे अनुरुप उनिहरुको फाइदा अनुकुल
ku_hackfest_part_3_469	अनुभव गर्नु वा कार्य गर्न प्रेरित गति प्रयोजनले व्यक्त गरिएको
ku_hackfest_part_3_470	कसरी सुझावले मान्छे मर्‍यो
ku_hackfest_part_3_471	यहाँ पर सुझाव प्रभावबारे व्याख्या गरिएको छ
ku_hackfest_part_3_472	मेरो एकजना नातेदार पृष्ठ हेर्न भबिस्यबाणी आउने भारतीय ज्योतिषीका पुगे
ku_hackfest_part_3_473	उनले भनिएकी
ku_hackfest_part_3_474	उनको मुटु खराब भैसक्यो
ku_hackfest_part_3_475	र आउँदो पूर्णिमामा उनको मृत्यु हुन्छ
ku_hackfest_part_3_476	उनले परिवरका सम्पूर्ण सदस्यलाई सो कुरा जानकारी गराएर संपत्ति नामसारि पनि गरिदै
ku_hackfest_part_3_477	उनले पूर्ण रुपमा स्वीकार गरेकोले यो शक्तिशाली सुझाव उनको अवचेतन मनमा गड्यो
ku_hackfest_part_3_478	दाहाललाई यो पनि भनेको थियो कि
ku_hackfest_part_3_479	उक्त भविष्यवक्ता मा यस्तो शक्तिसँग जसको प्रयोगले उकसी माथि कृपा वा हानी गर्न सक्थे
ku_hackfest_part_3_480	आफ्नो मनको कार्यशैली र कार्यक्षमताको अज्ञानताका कारण
ku_hackfest_part_3_481	अनुमानित समयमा नै मर्‍यो
ku_hackfest_part_3_482	पक्कै पनि
ku_hackfest_part_3_483	हामीमध्ये धेरैले यस्तै अन्धविश्वास
ku_hackfest_part_3_484	मूर्खता र अज्ञानले भरि
ku_hackfest_part_3_485	कथा सुनेका छौँ
ku_hackfest_part_3_486	यस घटनालाई
ku_hackfest_part_3_487	अवचेतन मनको कार्यशैलीको ज्ञानको प्रकाशमा
ku_hackfest_part_3_488	विश्लेषण
ku_hackfest_part_3_489	चेतन मनले तर्कको आधारमा विश्वास अनि स्वीकार गर्ने
ku_hackfest_part_3_490	हरेक विवरण अवचेतन मनले अंगिकार गर्दछ
ku_hackfest_part_3_491	त्यसै माथी कार्य गर्दछ
ku_hackfest_part_3_492	ज्योतिषी कहाँ जानुअघि
ku_hackfest_part_3_494	त्यहाँ उनलाई अति नकारात्मक सुझाव दियो
ku_hackfest_part_3_495	जुन उनले स्वीकार गरे
ku_hackfest_part_3_496	उनी त्रशित भए
ku_hackfest_part_3_497	र आफु अर्को पूर्णिमा मर्दैछु भन्ने कुरा
ku_hackfest_part_3_498	मनमा खेलाएर
ku_hackfest_part_3_499	उनले धेरैलाई विश्वासका साथ
ku_hackfest_part_3_500	कुरा सुनाई
ku_hackfest_part_3_501	र अन्तिम बिदाइको तयारी पनि गरे
ku_hackfest_part_3_503	उनको मनमा चल्यो
ku_hackfest_part_3_504	त्यसको कारण
ku_hackfest_part_3_505	उनको विचार थियो
ku_hackfest_part_3_506	उनी आफूले भए
ku_hackfest_part_3_507	त्रासले आफ्नो मृत्यु
ku_hackfest_part_3_508	भौतिक शरिरको बिनास निम्ताए
ku_hackfest_part_3_509	उनलाई भविष्य बताउने महिलामा
ku_hackfest_part_3_512	उनको सुझावमा यो नतिजा ल्याउने कुनै सामर्थ्य थिएन
ku_hackfest_part_3_513	उनले आफ्नो मनको कार्यशैलीको ज्ञान राखेको भए
ku_hackfest_part_3_514	आफु आफ्नै विषालु भावद्वारा नियन्त्रित र संचालित छु भन्ने ज्ञान भएको भए
ku_hackfest_part_3_516	अस्वीकार गरेर त्यसलाई
ku_hackfest_part_3_517	बेवास्ता गर्न सक्थे
ku_hackfest_part_3_518	युद्ध जहाज लाई हानिएको तिर
ku_hackfest_part_3_519	बेकार गएझैँ
ku_hackfest_part_3_520	सुझावहरु
ku_hackfest_part_3_521	निस्तेज पार्न सकिन्थ्यो
ku_hackfest_part_3_522	मनको विज्ञानको सामुन्ने प्रयोगले पनि उक्त भविष्यवाणीलाई प्रभावहीन बनाउन सकिने थियो
ku_hackfest_part_3_523	अरु बाट आउने सुझावमा त्यतिन्जेलसम्म कुनै शक्ति हुँदैन
ku_hackfest_part_3_524	जबसम्म हामीले आफ्नो विचार अभावका साथै यसलाई स्वीकार गर्दैन
ku_hackfest_part_3_526	हामीले पर सुझाव स्वीकार गर्छौं उक्त सुझावले
ku_hackfest_part_3_527	अदभूतको भाव प्रदर्शन गर्छ
ku_hackfest_part_3_528	यसको लागि तपाईंले मनसिक अनुमती
ku_hackfest_part_3_531	तपाईंले सो विचारलाई स्वीकार गर्ने पर्छ
ku_hackfest_part_3_532	त्यस अवस्थामा ती बिचार तपाईंको हुन जान्छ
ku_hackfest_part_3_533	र अवचेतन मन त्यस्लाई यथर्थ रुप दिन तिर जान्छ
ku_hackfest_part_3_534	याद राख्नुस् तपाईंसँग छनोटको अधिकार छ
ku_hackfest_part_3_535	जीवन रोज्नुहोस
ku_hackfest_part_3_536	प्रेम रोज्नुहोस
ku_hackfest_part_3_537	स्वास्थ रोज्नुहोस
ku_hackfest_part_3_541	सिलोजिजम नामक तर्क शैलीको अध्ययन गरेका छन्
ku_hackfest_part_3_542	सिलोजिज ma मस्तिष्कको व्यवहारिक कुरा म तर्क गर्दछ यसको अर्थ तपाइँको चेतन मन
ku_hackfest_part_3_543	जुन प्रमुख विचारलाई सत्यमान छ त्यो विचार नै अवचेतन मनमा पुग्छ 
ku_hackfest_part_3_544	प्रतिक्रिया दिन्छ त्यही विचार वा समस्या के कस्तो छ भन्ने कुराले केही फरक पार्दैन
ku_hackfest_part_3_545	यदि प्रमुख बिचार सहि छ भने
ku_hackfest_part_3_546	निष्कर्ष पनि अवस्थी नै सही हुन्छ
ku_hackfest_part_3_547	उदाहरणको लागि
ku_hackfest_part_3_549	न्युयोर्क स्थित
ku_hackfest_part_3_550	मनको विज्ञान विषयमा
ku_hackfest_part_3_551	मेरा केहि प्रवचनका कक्ष्या लिएका थिए 
ku_hackfest_part_3_552	उनले मलाई दुखसो पोखे
ku_hackfest_part_3_553	मेरो जिबनमा
ku_hackfest_part_3_554	हरेक
ku_hackfest_part_3_555	बोक्सी लथालिङ्ग छ
ku_hackfest_part_3_556	मैले स्वास्थ्य सम्पत्ति र साथीहरु सबै गुमाएको छ
ku_hackfest_part_3_557	मैले जहाँ हात हल्यो
ku_hackfest_part_3_558	त्यहिँ बिग्रिन्छ
ku_hackfest_part_3_559	उनले अब
ku_hackfest_part_3_560	अवचेतन मनको यथाशक्ति
ku_hackfest_part_3_561	र अनन्त सम्भावनाले आफूलाई आध्यात्मिक
ku_hackfest_part_3_562	मानसिक र भौतिक प्रगति र निर्देशित गरेको यथार्थलाई
ku_hackfest_part_3_563	आधारभूत मान्यता बनाउनुपर्छ भने
ku_hackfest_part_3_564	मैले जोड दिए अनिमात्र अवस्थी मन्दिर पूर्ण विवेक साथ उनको लगानी र निर्माणमा सहयोग पुर्‍याउँदै
ku_hackfest_part_3_565	शरिरको उपचार गर्ने
ku_hackfest_part_3_566	जीवनमा शान्ति समृद्धि स्थापना गर्ने कुरा पनि
ku_hackfest_part_3_567	मैले उनलाई बताए
ku_hackfest_part_3_568	ति प्रध्यापकले त्यसपछि उनले चाहनुको परिस्थितिको मानसिक क्षेत्र
ku_hackfest_part_3_569	रुपरेखा तयार गरी
ku_hackfest_part_3_570	जुनको आधारभूत मान्यतालाई
ku_hackfest_part_3_571	अपार शक्तिले हरेक यात्रमा मलाई दोर्‍यएको छ
ku_hackfest_part_3_572	मार्ग निर्देशन गरिरहेको हुन्छ
ku_hackfest_part_3_573	म पूर्ण रुपमा सोच्दछु
ku_hackfest_part_3_574	र मेरो तन अनि मन सन्तुलित छ
ku_hackfest_part_3_575	सुन्दरता प्रेम आनन्द सम्पन्नता मेरै हुन्
ku_hackfest_part_3_576	सहीकर्मको दिब्य ढाँचाले मेरो जीवन सञ्चालीत छ
ku_hackfest_part_3_577	मेरो चेतन मनको बिचार प्रणली अनुसार नै
ku_hackfest_part_3_578	अवचेतन मनले
ku_hackfest_part_3_579	प्रतिकृया दिन्छ भन्ने कुरा
ku_hackfest_part_3_580	मलाई थाहा छ यो मेरो अनुभव र विश्वासको निचोड हो
ku_hackfest_part_3_581	उनले मलाई यस्तो पत्र पठाए
